Area Mean, Area StDev, Area Max, Area Min, Perimeter Mean, Perimeter StDev, Perimeter Max, Perimeter Min, Num Samples
780.3908306536791,5983.530372962482,72533.068,4.007,80.36605867855886,322.95055896162336,6122.366,7.491,8521
