Area Mean, Area StDev, Area Max, Area Min, Perimeter Mean, Perimeter StDev, Perimeter Max, Perimeter Min, Num Samples
155.40455172413792,22.598572515894837,196.34,112.0,56.00927586206897,11.171748606247021,89.476,50.022,29
