 ,Area,Mean,Min,Max,Perim.,Circ.,AR,Round,Solidity
14154,0.026,0,0,0,0.458,1.000,1.000,1.000,1.000
14155,0.026,0,0,0,0.458,1.000,1.000,1.000,1.000
14156,0.079,0,0,0,1.373,0.524,1.567,0.638,0.600
14157,0.026,0,0,0,0.458,1.000,1.000,1.000,1.000
14158,0.026,0,0,0,0.458,1.000,1.000,1.000,1.000
14159,0.052,0,0,0,0.687,1.000,2.000,0.500,1.000
14160,0.026,0,0,0,0.458,1.000,1.000,1.000,1.000
14161,0.105,0,0,0,1.373,0.698,1.637,0.611,0.727
14162,0.026,0,0,0,0.458,1.000,1.000,1.000,1.000
14163,0.052,0,0,0,0.781,1.000,2.000,0.500,1.000
14164,2.960,0,0,0,12.850,0.225,1.287,0.777,0.584
14165,0.131,0,0,0,1.697,0.572,2.126,0.470,0.625
14166,0.026,0,0,0,0.458,1.000,1.000,1.000,1.000
14167,0.026,0,0,0,0.458,1.000,1.000,1.000,1.000
14168,0.052,0,0,0,0.781,1.000,2.000,0.500,1.000
14169,0.052,0,0,0,0.916,0.785,2.646,0.378,0.667
14170,0.052,0,0,0,0.781,1.000,2.000,0.500,1.000
14171,0.026,0,0,0,0.458,1.000,1.000,1.000,1.000
14172,0.026,0,0,0,0.458,1.000,1.000,1.000,1.000
14173,0.052,0,0,0,0.781,1.000,2.000,0.500,1.000
14174,0.026,0,0,0,0.458,1.000,1.000,1.000,1.000
14175,0.105,0,0,0,0.916,1.000,1.000,1.000,1.000
14176,0.052,0,0,0,0.687,1.000,2.000,0.500,1.000
14177,0.052,0,0,0,0.916,0.785,2.646,0.378,0.667
14178,0.052,0,0,0,0.916,0.785,2.646,0.378,0.667
14179,0.131,0,0,0,2.060,0.388,1.252,0.799,0.556
14180,0.026,0,0,0,0.458,1.000,1.000,1.000,1.000
14181,0.026,0,0,0,0.458,1.000,1.000,1.000,1.000
