 ,Area,Mean,Min,Max,Perim.,Circ.,AR,Round,Solidity
1,1347.846,0.929,0.526,1.000,1076.019,0.015,5.293,0.189,0.317
2,19.749,0.866,0.526,1.000,28.171,0.313,1.505,0.664,0.711
3,64.381,0.894,0.526,1.000,101.280,0.079,2.081,0.480,0.331
4,4104.909,0.968,0.525,1.000,1437.257,0.025,2.886,0.346,0.486
5,159.749,0.984,0.526,1.000,57.506,0.607,1.925,0.519,0.934
6,63.072,0.976,0.527,1.000,41.206,0.467,3.182,0.314,0.934
7,164.542,0.976,0.530,1.000,68.279,0.444,2.583,0.387,0.829
8,47.959,0.982,0.528,1.000,37.070,0.439,3.625,0.276,0.955
9,62.705,0.985,0.529,1.000,37.678,0.555,3.032,0.330,0.980
10,183.532,0.987,0.530,1.000,56.181,0.731,1.646,0.608,0.941
11,215.382,0.951,0.527,1.000,81.943,0.403,2.587,0.387,0.812
12,155.663,0.978,0.530,1.000,63.408,0.487,3.057,0.327,0.869
13,124.939,0.978,0.529,1.000,50.970,0.604,2.635,0.380,0.960
14,6.181,0.798,0.526,0.988,17.365,0.258,3.645,0.274,0.669
15,453.682,0.957,0.526,1.000,273.909,0.076,1.907,0.524,0.440
16,111.083,0.965,0.527,1.000,45.844,0.664,1.185,0.844,0.904
17,136.306,0.981,0.526,1.000,59.589,0.482,2.653,0.377,0.888
18,47.959,0.977,0.530,1.000,35.887,0.468,3.363,0.297,0.958
19,5.134,0.714,0.527,0.912,20.997,0.146,10.626,0.094,0.554
20,178.686,0.970,0.527,1.000,58.546,0.655,1.943,0.515,0.925
21,4.610,0.832,0.540,1.000,11.967,0.405,3.879,0.258,0.693
22,149.219,0.983,0.527,1.000,52.167,0.689,1.727,0.579,0.908
23,6.077,0.631,0.526,0.851,13.363,0.428,2.327,0.430,0.742
24,6.208,0.791,0.529,0.981,24.911,0.126,2.117,0.472,0.360
25,113.571,0.979,0.530,1.000,45.458,0.691,1.629,0.614,0.928
26,5.343,0.878,0.547,1.000,10.806,0.575,2.288,0.437,0.797
27,97.541,0.970,0.526,1.000,45.703,0.587,1.723,0.580,0.856
28,596.563,0.975,0.526,1.000,181.417,0.228,1.516,0.659,0.774
29,175.045,0.945,0.527,1.000,85.314,0.302,3.565,0.280,0.680
30,93.220,0.968,0.528,1.000,52.428,0.426,2.588,0.386,0.818
31,1075.103,0.970,0.525,1.000,333.020,0.122,2.610,0.383,0.479
32,75.670,0.971,0.526,1.000,37.264,0.685,1.593,0.628,0.937
33,86.907,0.976,0.526,1.000,40.004,0.682,1.817,0.550,0.937
34,101.732,0.980,0.527,1.000,57.640,0.385,2.426,0.412,0.703
35,80.045,0.978,0.530,1.000,38.173,0.690,1.394,0.717,0.915
36,212.815,0.985,0.530,1.000,68.355,0.572,2.398,0.417,0.880
37,332.620,0.970,0.526,1.000,120.025,0.290,3.041,0.329,0.744
38,104.299,0.978,0.526,1.000,45.143,0.643,1.921,0.521,0.886
39,108.752,0.982,0.526,1.000,40.667,0.826,1.223,0.818,0.966
40,77.425,0.977,0.526,1.000,38.905,0.643,2.072,0.483,0.924
41,6.548,0.850,0.540,0.992,13.284,0.466,2.026,0.494,0.737
42,79.364,0.982,0.532,1.000,36.214,0.760,1.246,0.802,0.923
43,154.825,0.980,0.526,1.000,62.011,0.506,1.694,0.590,0.849
44,136.516,0.980,0.526,1.000,62.564,0.438,2.189,0.457,0.860
45,40.991,0.980,0.531,1.000,28.409,0.638,2.687,0.372,0.954
46,87.719,0.972,0.529,1.000,42.348,0.615,2.002,0.500,0.917
47,107.783,0.982,0.527,1.000,45.444,0.656,2.008,0.498,0.951
48,4.767,0.584,0.526,0.703,21.076,0.135,7.878,0.127,0.548
49,107.180,0.963,0.526,1.000,59.278,0.383,1.967,0.508,0.718
50,67.787,0.978,0.528,1.000,33.389,0.764,1.231,0.812,0.942
51,69.646,0.978,0.529,1.000,37.944,0.608,2.104,0.475,0.894
52,62.836,0.942,0.528,1.000,38.205,0.541,2.176,0.460,0.830
53,137.354,0.978,0.527,1.000,49.037,0.718,1.352,0.739,0.944
54,59.222,0.982,0.527,1.000,43.999,0.384,4.664,0.214,0.880
55,138.061,0.971,0.526,1.000,46.523,0.802,1.367,0.732,0.962
56,63.674,0.977,0.526,1.000,36.143,0.613,2.171,0.461,0.911
57,53.721,0.983,0.528,1.000,35.341,0.541,2.817,0.355,0.927
58,64.958,0.975,0.527,1.000,38.029,0.564,2.449,0.408,0.883
59,87.771,0.981,0.526,1.000,43.708,0.577,2.968,0.337,0.937
60,477.596,0.940,0.526,1.000,242.877,0.102,2.771,0.361,0.540
61,8.172,0.657,0.527,0.807,43.303,0.055,1.338,0.748,0.130
62,50.840,0.941,0.526,1.000,50.685,0.249,4.647,0.215,0.704
63,386.656,0.935,0.526,1.000,155.481,0.201,4.979,0.201,0.661
64,93.874,0.975,0.530,1.000,52.579,0.427,1.201,0.832,0.721
65,143.850,0.974,0.526,1.000,54.900,0.600,1.770,0.565,0.869
66,102.073,0.974,0.527,1.000,54.557,0.431,3.751,0.267,0.891
67,79.992,0.926,0.526,1.000,65.942,0.231,4.144,0.241,0.715
68,142.959,0.982,0.529,1.000,51.869,0.668,1.744,0.573,0.932
69,51.233,0.978,0.527,1.000,31.329,0.656,2.395,0.417,0.950
70,6.601,0.892,0.537,0.989,10.348,0.775,1.462,0.684,0.902
71,53.616,0.983,0.527,1.000,34.527,0.565,2.509,0.399,0.870
72,174.757,0.962,0.528,1.000,70.722,0.439,2.939,0.340,0.898
73,5.762,0.780,0.525,0.984,20.294,0.176,8.347,0.120,0.550
74,67.708,0.975,0.526,1.000,33.540,0.756,1.422,0.703,0.953
75,150.084,0.974,0.526,1.000,48.387,0.806,1.470,0.680,0.959
76,285.290,0.950,0.526,1.000,94.400,0.402,1.651,0.606,0.784
77,121.900,0.974,0.527,1.000,47.929,0.667,1.803,0.554,0.896
78,102.806,0.972,0.526,1.000,43.927,0.670,1.507,0.664,0.904
79,6.312,0.854,0.536,1.000,21.707,0.168,3.277,0.305,0.390
80,198.671,0.981,0.526,1.000,72.903,0.470,1.902,0.526,0.780
81,2297.722,0.957,0.526,1.000,875.973,0.038,2.424,0.413,0.402
82,81.983,0.976,0.529,1.000,37.296,0.741,1.276,0.783,0.951
83,133.582,0.979,0.529,1.000,49.136,0.695,1.706,0.586,0.925
84,117.002,0.970,0.528,1.000,49.515,0.600,2.030,0.493,0.889
85,123.655,0.945,0.526,1.000,64.977,0.368,1.435,0.697,0.551
86,253.021,0.973,0.526,1.000,121.122,0.217,5.170,0.193,0.679
87,112.131,0.983,0.527,1.000,44.826,0.701,1.463,0.683,0.923
88,174.836,0.987,0.527,1.000,56.682,0.684,1.316,0.760,0.886
89,94.372,0.923,0.526,1.000,55.041,0.391,2.432,0.411,0.747
90,4.924,0.873,0.527,1.000,12.313,0.408,1.057,0.946,0.698
91,4.662,0.895,0.542,1.000,8.920,0.736,1.602,0.624,0.886
92,128.842,0.972,0.526,1.000,58.245,0.477,3.141,0.318,0.888
93,29.126,0.841,0.527,1.000,35.851,0.285,4.048,0.247,0.582
94,134.159,0.979,0.526,1.000,48.021,0.731,1.381,0.724,0.936
95,50.892,0.953,0.526,1.000,32.101,0.621,1.909,0.524,0.931
96,165.878,0.916,0.525,1.000,84.562,0.292,1.507,0.663,0.676
97,93.927,0.935,0.527,1.000,81.924,0.176,2.407,0.416,0.652
98,5.343,0.595,0.527,0.926,21.714,0.142,6.295,0.159,0.580
99,133.949,0.853,0.526,1.000,73.687,0.310,3.071,0.326,0.758
100,29.257,0.941,0.527,1.000,25.235,0.577,2.233,0.448,0.896
101,152.677,0.936,0.527,1.000,51.258,0.730,1.195,0.837,0.932
102,86.305,0.719,0.526,1.000,196.354,0.028,18.367,0.054,0.281
103,191.809,0.974,0.528,1.000,69.280,0.502,1.695,0.590,0.828
104,30.593,0.874,0.528,1.000,30.865,0.404,3.876,0.258,0.824
105,132.194,0.983,0.527,1.000,46.082,0.782,1.459,0.685,0.960
106,57.152,0.956,0.527,1.000,38.274,0.490,1.258,0.795,0.752
107,99.532,0.978,0.526,1.000,41.622,0.722,1.470,0.680,0.909
108,49.871,0.935,0.528,1.000,30.264,0.684,1.642,0.609,0.946
109,47.121,0.976,0.527,1.000,29.103,0.699,1.982,0.505,0.951
110,104.299,0.953,0.526,1.000,54.962,0.434,1.673,0.598,0.818
111,82.900,0.925,0.527,1.000,78.288,0.170,3.447,0.290,0.406
112,17.680,0.877,0.533,0.995,18.084,0.679,2.111,0.474,0.939
113,190.787,0.981,0.526,1.000,72.360,0.458,2.128,0.470,0.856
114,278.035,0.983,0.526,1.000,95.646,0.382,3.283,0.305,0.838
115,59.641,0.985,0.540,1.000,32.363,0.716,2.004,0.499,0.926
116,35.229,0.972,0.526,1.000,28.795,0.534,3.274,0.305,0.944
117,88.976,0.978,0.527,1.000,46.785,0.511,1.896,0.528,0.815
118,312.897,0.962,0.527,1.000,162.330,0.149,1.259,0.794,0.637
119,96.572,0.951,0.526,1.000,65.003,0.287,4.820,0.207,0.686
120,121.141,0.969,0.527,1.000,58.307,0.448,2.414,0.414,0.844
121,120.355,0.941,0.527,1.000,76.486,0.259,2.659,0.376,0.567
122,239.401,0.971,0.527,1.000,63.685,0.742,1.126,0.888,0.933
123,195.397,0.958,0.526,1.000,96.840,0.262,5.548,0.180,0.785
124,48.614,0.960,0.529,1.000,28.204,0.768,1.476,0.678,0.964
125,69.777,0.706,0.526,0.933,58.153,0.259,5.958,0.168,0.737
126,137.145,0.958,0.526,1.000,82.833,0.251,2.668,0.375,0.545
127,125.698,0.977,0.526,1.000,49.675,0.640,1.884,0.531,0.926
128,10.425,0.755,0.526,1.000,40.471,0.080,15.032,0.067,0.496
129,5.972,0.814,0.531,1.000,30.849,0.079,13.916,0.072,0.447
130,34.469,0.907,0.526,1.000,64.735,0.103,3.654,0.274,0.252
131,97.437,0.984,0.527,1.000,41.701,0.704,1.705,0.587,0.923
132,25.459,0.863,0.527,1.000,47.161,0.144,1.503,0.665,0.331
133,106.028,0.969,0.537,1.000,46.949,0.604,2.410,0.415,0.925
134,71.951,0.936,0.530,1.000,55.103,0.298,1.334,0.750,0.641
135,45.156,0.962,0.527,1.000,34.102,0.488,2.881,0.347,0.909
136,4.610,0.816,0.531,1.000,26.615,0.082,18.669,0.054,0.448
137,59.091,0.913,0.526,1.000,32.372,0.709,1.154,0.866,0.909
138,3813.908,0.959,0.525,1.000,1272.625,0.030,1.776,0.563,0.545
139,92.460,0.962,0.528,1.000,51.323,0.441,2.226,0.449,0.814
140,467.905,0.960,0.526,1.000,177.479,0.187,2.083,0.480,0.611
141,73.968,0.960,0.527,1.000,37.188,0.672,1.453,0.688,0.922
142,76.666,0.976,0.526,1.000,36.721,0.714,1.208,0.828,0.926
143,32.007,0.897,0.526,1.000,72.234,0.077,24.381,0.041,0.593
144,83.554,0.961,0.527,1.000,47.210,0.471,1.393,0.718,0.794
145,84.890,0.963,0.528,1.000,47.344,0.476,1.826,0.548,0.881
146,125.332,0.959,0.526,1.000,68.721,0.334,3.251,0.308,0.745
147,149.665,0.922,0.526,1.000,87.780,0.244,4.188,0.239,0.723
148,32.348,0.903,0.526,1.000,28.132,0.514,2.111,0.474,0.903
149,52.280,0.924,0.526,1.000,37.676,0.463,3.030,0.330,0.833
150,265.227,0.932,0.526,1.000,131.987,0.191,5.321,0.188,0.534
151,446.349,0.955,0.526,1.000,194.280,0.149,2.554,0.392,0.495
152,185.234,0.959,0.526,1.000,96.196,0.252,2.832,0.353,0.842
153,6.391,0.947,0.527,1.000,17.603,0.259,4.840,0.207,0.657
154,124.808,0.981,0.528,1.000,47.194,0.704,1.817,0.550,0.943
155,70.668,0.959,0.527,1.000,34.266,0.756,1.442,0.694,0.949
156,12.389,0.870,0.526,1.000,48.959,0.065,15.397,0.065,0.542
157,560.391,0.921,0.526,1.000,306.837,0.075,3.506,0.285,0.376
158,7.753,0.883,0.543,0.997,17.381,0.322,4.210,0.238,0.669
159,7.727,0.908,0.529,1.000,16.031,0.378,4.495,0.222,0.716
160,356.613,0.941,0.526,1.000,251.827,0.071,1.838,0.544,0.518
161,108.909,0.945,0.526,1.000,51.353,0.519,1.598,0.626,0.665
162,141.283,0.977,0.537,1.000,60.321,0.488,2.424,0.413,0.807
163,4.348,0.834,0.541,1.000,15.818,0.218,5.940,0.168,0.700
164,68.022,0.952,0.528,1.000,54.335,0.290,5.008,0.200,0.691
165,162.368,0.958,0.527,1.000,65.019,0.483,2.049,0.488,0.811
166,10.503,0.880,0.531,1.000,31.702,0.131,13.884,0.072,0.744
167,179.996,0.977,0.526,1.000,68.679,0.480,1.390,0.720,0.806
168,217.687,0.962,0.526,1.000,77.906,0.451,2.190,0.457,0.862
169,58.017,0.972,0.530,1.000,36.656,0.543,3.146,0.318,0.924
170,7.622,0.801,0.531,1.000,15.037,0.424,3.092,0.323,0.852
171,7.858,0.966,0.529,1.000,14.776,0.452,3.931,0.254,0.849
172,78.761,0.976,0.530,1.000,38.219,0.678,2.014,0.497,0.917
173,291.026,0.976,0.527,1.000,114.096,0.281,5.493,0.182,0.657
174,56.995,0.976,0.527,1.000,37.375,0.513,2.152,0.465,0.788
175,407.295,0.983,0.526,1.000,108.450,0.435,3.380,0.296,0.831
176,61.657,0.983,0.527,1.000,34.266,0.660,1.871,0.535,0.945
177,76.718,0.975,0.529,1.000,35.949,0.746,1.247,0.802,0.948
178,266.248,0.951,0.526,1.000,148.696,0.151,1.356,0.737,0.584
179,40.363,0.970,0.527,1.000,28.109,0.642,2.251,0.444,0.943
180,139.135,0.980,0.527,1.000,61.822,0.457,2.455,0.407,0.783
181,31.772,0.981,0.535,1.000,31.283,0.408,4.292,0.233,0.927
182,6.103,0.824,0.526,0.995,20.484,0.183,1.805,0.554,0.635
183,190.997,0.940,0.526,1.000,119.383,0.168,1.671,0.599,0.646
184,130.675,0.951,0.528,1.000,58.206,0.485,2.511,0.398,0.870
185,67.787,0.953,0.540,1.000,58.163,0.252,2.198,0.455,0.637
186,4.584,0.603,0.528,0.709,13.324,0.324,3.189,0.314,0.714
187,50.499,0.944,0.529,1.000,36.342,0.480,2.033,0.492,0.862
188,5.893,0.856,0.530,1.000,13.190,0.426,2.451,0.408,0.741
189,38.058,0.942,0.532,1.000,32.457,0.454,2.496,0.401,0.838
190,6.810,0.756,0.527,1.000,19.180,0.233,5.709,0.175,0.595
191,30.619,0.965,0.536,1.000,24.368,0.648,2.291,0.436,0.958
192,62.836,0.820,0.528,1.000,38.788,0.525,1.620,0.617,0.874
193,56.471,0.875,0.529,1.000,29.593,0.810,1.305,0.767,0.955
194,22879.443,0.967,0.525,1.000,1224.941,0.192,1.693,0.591,0.803
195,5.448,0.788,0.529,0.929,13.814,0.359,3.768,0.265,0.881
196,46.806,0.859,0.527,1.000,32.883,0.544,1.697,0.589,0.902
197,203.752,0.862,0.526,1.000,82.246,0.379,4.050,0.247,0.912
198,127.872,0.893,0.529,1.000,54.194,0.547,2.231,0.448,0.879
199,17.837,0.795,0.529,0.943,21.177,0.500,2.274,0.440,0.869
200,79.207,0.868,0.526,1.000,40.438,0.609,2.276,0.439,0.939
201,16.318,0.744,0.526,0.944,17.823,0.646,1.648,0.607,0.906
202,106.525,0.842,0.529,0.943,58.192,0.395,2.082,0.480,0.868
203,74.728,0.867,0.526,1.000,39.095,0.614,1.103,0.907,0.878
204,56.786,0.862,0.529,0.943,38.980,0.470,3.277,0.305,0.940
205,72.344,0.859,0.526,0.943,38.418,0.616,2.002,0.500,0.942
206,77.190,0.882,0.539,1.000,38.765,0.646,1.813,0.551,0.939
207,100.475,0.879,0.528,1.000,41.701,0.726,1.764,0.567,0.959
208,62.024,0.860,0.526,0.943,39.170,0.508,3.495,0.286,0.966
209,66.975,0.871,0.528,1.000,32.000,0.822,1.257,0.795,0.947
210,4.950,0.745,0.529,0.943,12.431,0.403,1.501,0.666,0.754
211,96.834,0.866,0.529,1.000,51.094,0.466,2.427,0.412,0.886
212,67.184,0.863,0.527,1.000,48.897,0.353,2.324,0.430,0.809
213,6355.143,0.957,0.526,1.000,449.643,0.395,4.149,0.241,0.908
214,425.002,0.875,0.526,1.000,92.481,0.624,1.199,0.834,0.907
215,175.386,0.870,0.526,1.000,60.583,0.600,2.001,0.500,0.924
216,130.989,0.871,0.527,1.000,50.787,0.638,1.597,0.626,0.937
217,17.968,0.847,0.532,0.943,20.540,0.535,2.138,0.468,0.904
218,19.880,0.816,0.528,0.943,25.013,0.399,1.306,0.766,0.833
219,68.703,0.887,0.528,1.000,34.138,0.741,1.193,0.839,0.950
220,77.478,0.855,0.529,0.943,39.654,0.619,1.832,0.546,0.921
221,11.237,0.852,0.528,1.000,15.557,0.583,1.504,0.665,0.876
222,95.263,0.884,0.528,1.000,42.112,0.675,1.723,0.580,0.950
223,91.124,0.877,0.528,1.000,47.138,0.515,2.272,0.440,0.911
224,588.915,0.874,0.526,1.000,220.730,0.152,1.819,0.550,0.591
225,62.417,0.870,0.529,1.000,33.128,0.715,1.155,0.866,0.946
226,65.848,0.865,0.529,0.943,32.955,0.762,1.241,0.806,0.956
227,58.043,0.861,0.527,1.000,36.868,0.537,1.529,0.654,0.894
228,92.722,0.879,0.528,1.000,41.125,0.689,1.518,0.659,0.930
229,39.001,0.847,0.529,0.943,24.761,0.799,1.415,0.707,0.940
230,118.207,0.873,0.527,1.000,44.755,0.742,1.273,0.786,0.950
231,34.417,0.841,0.530,1.000,28.194,0.544,1.807,0.553,0.904
232,13631.272,0.972,0.526,1.000,486.897,0.723,1.041,0.960,0.962
233,189.556,0.887,0.526,1.000,62.548,0.609,1.537,0.651,0.920
234,264.572,0.891,0.526,1.000,75.649,0.581,1.482,0.675,0.889
235,74.989,0.860,0.527,1.000,41.691,0.542,1.494,0.669,0.905
236,46.361,0.869,0.544,1.000,31.820,0.575,1.907,0.524,0.927
237,46.282,0.856,0.527,0.958,34.423,0.491,2.102,0.476,0.883
238,20.299,0.782,0.529,0.943,18.375,0.755,1.275,0.785,0.920
239,5.972,0.730,0.529,0.970,12.945,0.448,1.286,0.778,0.792
240,19.068,0.806,0.529,0.943,18.375,0.710,1.206,0.829,0.901
241,47.487,0.861,0.529,0.943,27.406,0.795,1.385,0.722,0.957
242,94.582,0.886,0.528,1.000,39.981,0.744,1.367,0.732,0.934
243,49.871,0.829,0.527,1.000,43.153,0.337,1.590,0.629,0.707
244,186.622,0.888,0.528,0.943,68.920,0.494,2.501,0.400,0.922
245,35.098,0.827,0.527,0.958,31.872,0.434,1.562,0.640,0.849
246,24.307,0.806,0.527,1.000,27.318,0.409,1.682,0.595,0.839
247,9.456,0.727,0.529,0.913,22.400,0.237,2.571,0.389,0.696
248,12.808,0.813,0.527,0.943,15.021,0.713,1.193,0.838,0.906
249,16.737,0.743,0.529,0.943,23.198,0.391,1.099,0.910,0.762
250,3003.613,0.949,0.526,1.000,326.368,0.354,1.498,0.668,0.916
251,43.532,0.844,0.529,0.943,30.270,0.597,1.102,0.908,0.872
252,49.609,0.875,0.530,1.000,37.516,0.443,1.935,0.517,0.897
253,12.939,0.809,0.529,1.000,20.563,0.385,1.535,0.651,0.748
254,37.194,0.849,0.526,1.000,30.326,0.508,1.768,0.566,0.867
255,50.421,0.850,0.529,1.000,31.738,0.629,1.681,0.595,0.907
256,86.069,0.883,0.527,1.000,47.053,0.489,1.619,0.618,0.908
257,61.081,0.732,0.528,0.995,60.305,0.211,1.873,0.534,0.567
258,17.418,0.765,0.528,0.995,20.870,0.503,2.633,0.380,0.858
259,26.428,0.811,0.526,1.000,33.667,0.293,3.763,0.266,0.802
260,190.682,0.852,0.526,1.000,133.571,0.134,1.800,0.556,0.377
261,21356.211,0.881,0.525,1.000,5527.959,0.009,1.940,0.515,0.250
262,6.077,0.868,0.543,1.000,9.907,0.778,1.463,0.683,0.967
263,6.339,0.629,0.526,0.792,10.885,0.672,1.412,0.708,0.822
264,35.832,0.736,0.527,1.000,48.891,0.188,1.950,0.513,0.494
265,32.662,0.740,0.528,0.923,43.178,0.220,5.654,0.177,0.629
266,95.053,0.767,0.526,1.000,93.629,0.136,1.746,0.573,0.404
267,158.518,0.838,0.526,1.000,115.663,0.149,1.186,0.843,0.374
268,20.090,0.811,0.526,1.000,18.620,0.728,1.600,0.625,0.891
269,68.729,0.847,0.528,1.000,47.573,0.382,4.588,0.218,0.878
270,28.262,0.740,0.527,0.892,59.896,0.099,6.374,0.157,0.451
271,218.185,0.932,0.526,1.000,138.752,0.142,2.088,0.479,0.542
272,15.061,0.714,0.526,0.852,26.389,0.272,1.925,0.519,0.745
273,10.975,0.767,0.528,0.969,22.528,0.272,1.896,0.527,0.611
274,11.237,0.752,0.527,0.852,23.113,0.264,3.705,0.270,0.687
275,4.636,0.699,0.527,0.847,12.480,0.374,5.514,0.181,0.812
276,7.308,0.807,0.527,1.000,10.119,0.897,1.125,0.889,0.924
277,73.339,0.737,0.526,0.969,104.271,0.085,3.787,0.264,0.315
278,35.020,0.779,0.528,1.000,40.556,0.268,2.345,0.426,0.490
279,71.192,0.778,0.526,1.000,73.111,0.167,7.043,0.142,0.554
280,7.046,0.775,0.528,0.852,38.208,0.061,20.306,0.049,0.452
281,62.574,0.766,0.527,1.000,56.518,0.246,5.974,0.167,0.813
282,96.206,0.826,0.526,1.000,82.453,0.178,1.953,0.512,0.542
283,4.505,0.692,0.529,0.974,12.899,0.340,4.761,0.210,0.833
284,16.292,0.695,0.529,0.852,33.160,0.186,8.838,0.113,0.626
285,4.819,0.707,0.526,0.852,9.551,0.664,2.328,0.430,0.866
286,24.621,0.726,0.527,0.933,41.076,0.183,2.130,0.469,0.452
287,89.291,0.779,0.526,1.000,74.253,0.204,3.182,0.314,0.747
288,23.495,0.737,0.526,0.949,30.738,0.312,2.781,0.360,0.773
289,85.807,0.781,0.526,1.000,77.349,0.180,5.678,0.176,0.564
290,13.332,0.713,0.528,0.887,24.846,0.271,8.742,0.114,0.810
291,4.767,0.705,0.529,0.852,17.594,0.194,9.738,0.103,0.547
292,7.779,0.905,0.536,1.000,10.482,0.890,1.116,0.896,0.928
293,8.146,0.669,0.529,0.847,28.881,0.123,10.820,0.092,0.459
294,10.137,0.677,0.527,0.852,19.631,0.331,4.882,0.205,0.748
295,5.265,0.709,0.526,0.852,10.996,0.547,2.301,0.435,0.776
296,54.114,0.755,0.526,1.000,59.438,0.192,5.773,0.173,0.485
297,6.286,0.647,0.526,0.847,21.288,0.174,4.796,0.208,0.419
298,34.548,0.739,0.525,0.969,50.953,0.167,2.060,0.485,0.449
299,16.554,0.783,0.526,1.000,16.181,0.794,1.407,0.710,0.909
300,7.124,0.717,0.529,0.969,15.250,0.385,1.583,0.632,0.746
301,6.915,0.699,0.534,0.847,15.210,0.376,2.473,0.404,0.634
302,8.486,0.728,0.528,0.852,26.196,0.155,5.514,0.181,0.625
303,39.420,0.744,0.526,1.000,44.130,0.254,4.176,0.239,0.724
304,25.721,0.724,0.526,0.995,43.735,0.169,4.206,0.238,0.637
305,12.887,0.698,0.526,0.852,25.510,0.249,4.155,0.241,0.680
306,8.696,0.771,0.534,1.000,11.493,0.827,1.223,0.818,0.906
307,68.179,0.748,0.526,1.000,52.775,0.308,2.856,0.350,0.609
308,32.898,0.908,0.527,1.000,38.117,0.285,4.285,0.233,0.707
309,16.763,0.761,0.534,0.995,23.152,0.393,2.389,0.419,0.799
310,6.208,0.842,0.534,1.000,9.662,0.836,1.388,0.720,0.926
311,9.456,0.708,0.527,0.852,17.633,0.382,2.458,0.407,0.756
312,867.919,0.872,0.526,1.000,404.569,0.067,1.935,0.517,0.409
313,14.170,0.758,0.526,1.000,23.522,0.322,5.535,0.181,0.746
314,14.956,0.792,0.529,1.000,23.600,0.337,4.823,0.207,0.684
315,26.140,0.811,0.527,1.000,30.715,0.348,3.153,0.317,0.745
316,107.154,0.796,0.526,1.000,113.662,0.104,2.935,0.341,0.311
317,30.488,0.706,0.526,1.000,52.553,0.139,5.683,0.176,0.574
318,3619.847,0.937,0.525,1.000,2171.628,0.010,3.125,0.320,0.249
319,187.880,0.928,0.525,1.000,113.227,0.184,1.500,0.667,0.561
320,4088.695,0.965,0.525,1.000,1324.998,0.029,2.785,0.359,0.484
321,22.814,0.966,0.531,1.000,26.909,0.396,3.138,0.319,0.862
322,163.259,0.979,0.533,1.000,59.431,0.581,1.866,0.536,0.928
323,67.053,0.977,0.531,1.000,42.083,0.476,3.176,0.315,0.948
324,169.702,0.981,0.527,1.000,68.050,0.461,2.418,0.414,0.848
325,61.107,0.951,0.527,1.000,43.155,0.412,3.406,0.294,0.946
326,68.048,0.982,0.526,1.000,39.889,0.537,2.903,0.344,0.964
327,369.918,0.970,0.526,1.000,145.605,0.219,2.408,0.415,0.633
328,134.263,0.977,0.527,1.000,54.664,0.565,2.642,0.379,0.941
329,8.303,0.767,0.526,0.984,28.187,0.131,3.500,0.286,0.394
330,142.200,0.966,0.526,1.000,66.892,0.399,2.146,0.466,0.741
331,271.382,0.960,0.526,1.000,155.686,0.141,3.500,0.286,0.597
332,45.523,0.973,0.535,1.000,35.010,0.467,3.172,0.315,0.944
333,190.892,0.982,0.528,1.000,60.969,0.645,1.871,0.535,0.932
334,267.636,0.982,0.526,1.000,74.332,0.609,1.528,0.654,0.939
335,935.260,0.964,0.526,1.000,350.254,0.096,1.483,0.674,0.654
336,4.269,0.723,0.531,0.815,12.526,0.342,2.095,0.477,0.669
337,9.508,0.863,0.529,1.000,29.884,0.134,3.550,0.282,0.303
338,149.272,0.974,0.526,1.000,54.763,0.625,1.681,0.595,0.914
339,119.936,0.980,0.528,1.000,46.657,0.692,1.602,0.624,0.930
340,91.438,0.954,0.526,1.000,49.940,0.461,1.664,0.601,0.848
341,28.917,0.857,0.526,1.000,61.135,0.097,11.908,0.084,0.557
342,179.917,0.961,0.526,1.000,88.966,0.286,3.708,0.270,0.657
343,80.359,0.966,0.526,1.000,50.692,0.393,2.637,0.379,0.812
344,78.185,0.963,0.527,1.000,38.653,0.658,1.581,0.633,0.931
345,294.274,0.975,0.531,1.000,87.008,0.488,2.300,0.435,0.906
346,84.471,0.980,0.526,1.000,39.373,0.685,1.783,0.561,0.941
347,109.066,0.975,0.527,1.000,54.988,0.453,2.251,0.444,0.782
348,87.195,0.981,0.532,1.000,44.598,0.551,1.423,0.703,0.866
349,45.811,0.897,0.526,1.000,63.660,0.142,1.899,0.527,0.563
350,336.051,0.984,0.526,1.000,118.622,0.300,3.484,0.287,0.696
351,136.280,0.944,0.527,1.000,50.310,0.677,1.272,0.786,0.912
352,183.689,0.981,0.526,1.000,64.830,0.549,1.845,0.542,0.899
353,104.823,0.981,0.526,1.000,41.710,0.757,1.362,0.734,0.941
354,86.933,0.979,0.527,1.000,40.161,0.677,1.847,0.541,0.928
355,86.200,0.982,0.526,1.000,45.189,0.530,1.152,0.868,0.819
356,13.777,0.832,0.526,0.995,38.480,0.117,7.296,0.137,0.380
357,142.907,0.985,0.527,1.000,57.441,0.544,2.031,0.492,0.883
358,46.387,0.984,0.526,1.000,28.867,0.700,2.234,0.448,0.953
359,805.135,0.973,0.526,1.000,275.237,0.134,2.225,0.449,0.604
360,104.456,0.938,0.526,1.000,48.465,0.559,1.658,0.603,0.893
361,88.374,0.973,0.527,1.000,43.035,0.600,1.950,0.513,0.916
362,143.012,0.974,0.527,1.000,78.742,0.290,2.930,0.341,0.741
363,109.040,0.974,0.527,1.000,58.324,0.403,1.821,0.549,0.729
364,82.612,0.952,0.526,1.000,43.208,0.556,1.982,0.504,0.865
365,65.115,0.934,0.526,1.000,36.832,0.603,2.062,0.485,0.872
366,136.987,0.980,0.527,1.000,49.139,0.713,1.366,0.732,0.931
