 ,Area,Mean,Min,Max,Perim.,Circ.,AR,Round,Solidity
831,8.146,0.695,0.526,0.847,18.826,0.289,2.602,0.384,0.681
832,146.495,0.752,0.526,1.000,144.749,0.088,5.013,0.199,0.330
833,33.317,0.830,0.526,1.000,35.283,0.336,3.842,0.260,0.787
834,5.762,0.730,0.530,0.852,13.876,0.376,4.879,0.205,0.800
835,58.619,0.824,0.526,1.000,53.302,0.259,5.787,0.173,0.692
836,18.282,0.782,0.534,1.000,25.369,0.357,2.879,0.347,0.631
837,17.811,0.816,0.526,1.000,27.082,0.305,3.573,0.280,0.672
838,19.016,0.756,0.526,1.000,43.035,0.129,2.603,0.384,0.494
839,158.439,0.733,0.525,0.995,198.576,0.050,2.078,0.481,0.310
840,18.675,0.808,0.531,1.000,21.779,0.495,2.903,0.344,0.843
841,62.443,0.795,0.526,1.000,59.942,0.218,2.038,0.491,0.534
842,7.517,0.763,0.527,1.000,15.289,0.404,1.824,0.548,0.726
843,16.266,0.804,0.528,1.000,22.188,0.415,2.811,0.356,0.787
844,17.890,0.763,0.526,1.000,22.923,0.428,2.874,0.348,0.820
845,12.651,0.678,0.526,0.995,22.828,0.305,4.624,0.216,0.778
846,33.710,0.767,0.526,1.000,38.480,0.286,6.568,0.152,0.738
847,92.486,0.719,0.527,0.995,118.650,0.083,12.870,0.078,0.447
848,9.587,0.678,0.527,0.847,21.145,0.269,7.478,0.134,0.762
849,6.496,0.684,0.525,0.852,12.961,0.486,3.511,0.285,0.824
850,15.873,0.744,0.526,0.852,55.031,0.066,8.566,0.117,0.292
851,1103.233,0.867,0.525,1.000,799.107,0.022,2.914,0.343,0.224
852,6.443,0.891,0.543,1.000,13.222,0.463,4.191,0.239,0.914
853,59.536,0.761,0.526,1.000,81.247,0.113,5.251,0.190,0.459
854,5.605,0.704,0.526,0.847,14.033,0.358,5.203,0.192,0.764
855,28.288,0.703,0.526,0.852,70.025,0.072,1.622,0.617,0.284
856,62.548,0.791,0.526,1.000,77.085,0.132,6.466,0.155,0.468
857,9.063,0.692,0.526,0.852,17.159,0.387,5.278,0.189,0.810
858,4.374,0.688,0.530,0.847,12.771,0.337,3.932,0.254,0.675
859,7.805,0.718,0.529,0.945,15.818,0.392,4.033,0.248,0.751
860,8.696,0.717,0.529,0.852,21.099,0.245,4.189,0.239,0.512
861,7.046,0.703,0.526,0.852,16.829,0.313,3.577,0.280,0.637
862,80.359,0.736,0.525,1.000,91.785,0.120,1.266,0.790,0.356
863,22.630,0.749,0.526,0.995,29.387,0.329,4.659,0.215,0.744
864,5.239,0.708,0.526,0.939,15.227,0.284,3.035,0.329,0.580
865,4.584,0.695,0.538,0.954,8.596,0.780,1.920,0.521,0.897
866,92.643,0.811,0.526,1.000,120.707,0.080,2.312,0.433,0.375
867,11.656,0.700,0.527,0.847,34.092,0.126,7.158,0.140,0.357
868,43.401,0.786,0.525,1.000,57.225,0.167,5.166,0.194,0.528
869,9.534,0.716,0.527,0.888,18.872,0.336,1.998,0.500,0.762
870,5.239,0.672,0.526,0.847,12.787,0.403,2.942,0.340,0.781
871,13.201,0.694,0.526,0.995,33.271,0.150,5.311,0.188,0.472
872,45.863,0.748,0.526,1.000,79.612,0.091,3.720,0.269,0.282
873,10.163,0.698,0.526,0.852,20.089,0.316,3.467,0.288,0.596
874,11.525,0.727,0.530,0.995,21.154,0.324,3.762,0.266,0.672
875,12.939,0.698,0.526,0.852,17.437,0.535,1.440,0.694,0.821
876,101.706,0.769,0.526,1.000,138.786,0.066,3.421,0.292,0.248
877,31.876,0.689,0.526,0.852,73.763,0.074,1.462,0.684,0.202
878,84.052,0.855,0.526,1.000,62.224,0.273,3.181,0.314,0.609
879,72.161,0.788,0.526,1.000,77.372,0.151,6.876,0.145,0.555
880,60.217,0.760,0.526,1.000,78.886,0.122,3.367,0.297,0.317
881,20.614,0.730,0.528,0.852,44.251,0.132,1.774,0.564,0.300
882,35.858,0.799,0.526,1.000,50.519,0.177,3.333,0.300,0.468
883,13.934,0.721,0.529,0.857,21.043,0.395,2.779,0.360,0.758
884,14.799,0.729,0.528,0.852,46.861,0.085,5.126,0.195,0.402
885,9.482,0.737,0.531,0.852,27.438,0.158,8.027,0.125,0.524
886,16.213,0.737,0.529,0.852,33.533,0.181,6.642,0.151,0.527
887,10.110,0.758,0.526,1.000,18.889,0.356,2.604,0.384,0.664
888,20.247,0.833,0.526,1.000,23.427,0.464,2.237,0.447,0.780
889,29.388,0.742,0.528,0.880,41.423,0.215,4.066,0.246,0.543
890,40.730,0.810,0.526,1.000,35.623,0.403,3.605,0.277,0.753
891,23.940,0.738,0.526,0.969,25.179,0.475,2.310,0.433,0.810
892,7.282,0.764,0.533,1.000,10.695,0.800,1.396,0.716,0.913
893,37.429,0.874,0.526,1.000,47.076,0.212,1.118,0.895,0.567
894,53.250,0.721,0.526,1.000,66.445,0.152,3.245,0.308,0.479
895,8.617,0.735,0.526,0.956,16.371,0.404,2.767,0.361,0.771
896,8.932,0.750,0.528,0.980,13.206,0.644,1.692,0.591,0.869
897,32.007,0.736,0.526,1.000,54.724,0.134,5.709,0.175,0.530
898,6.627,0.727,0.533,0.969,17.633,0.268,5.449,0.184,0.546
899,51.888,0.801,0.525,1.000,54.299,0.221,3.604,0.277,0.513
900,36.958,0.764,0.526,1.000,34.511,0.390,2.721,0.368,0.786
901,69.070,0.780,0.525,1.000,65.667,0.201,2.857,0.350,0.477
902,22.604,0.712,0.526,0.975,36.734,0.211,4.118,0.243,0.630
903,4.819,0.757,0.534,0.852,12.771,0.371,5.454,0.183,0.786
904,433.017,0.789,0.526,1.000,363.932,0.041,1.578,0.634,0.281
905,14.563,0.765,0.526,1.000,27.563,0.241,4.786,0.209,0.516
906,60.426,0.835,0.526,1.000,69.856,0.156,1.347,0.742,0.392
907,6.129,0.638,0.529,0.832,12.313,0.508,3.609,0.277,0.865
908,69.961,0.724,0.525,1.000,94.411,0.099,7.504,0.133,0.424
909,68.310,0.766,0.526,1.000,91.569,0.102,2.896,0.345,0.303
910,13.149,0.728,0.530,0.852,37.718,0.116,16.367,0.061,0.669
911,9.691,0.818,0.531,1.000,12.961,0.725,1.875,0.533,0.889
912,26.612,0.719,0.526,0.995,36.934,0.245,5.993,0.167,0.696
913,5.946,0.847,0.533,1.000,9.930,0.758,1.534,0.652,0.883
914,108.988,0.830,0.526,1.000,100.649,0.135,1.280,0.781,0.392
915,8.067,0.694,0.527,0.862,19.977,0.254,2.333,0.429,0.595
916,5.396,0.679,0.527,0.847,13.664,0.363,4.352,0.230,0.682
917,28.078,0.696,0.530,0.974,40.847,0.211,6.266,0.160,0.646
918,5.003,0.644,0.526,0.852,11.934,0.441,3.160,0.316,0.737
919,12.965,0.776,0.527,1.000,20.523,0.387,3.099,0.323,0.781
920,18454.173,0.959,0.525,1.000,2571.536,0.035,2.024,0.494,0.469
921,12112.388,0.970,0.525,1.000,2756.938,0.020,1.451,0.689,0.493
922,72.816,0.977,0.527,1.000,45.303,0.446,3.384,0.295,0.934
923,38.529,0.971,0.526,1.000,31.221,0.497,2.927,0.342,0.951
924,6.103,0.849,0.531,1.000,22.560,0.151,1.312,0.762,0.375
925,177.927,0.985,0.526,1.000,53.508,0.781,1.378,0.726,0.961
926,5.003,0.882,0.532,0.992,10.656,0.554,3.331,0.300,0.862
927,771.190,0.976,0.526,1.000,281.573,0.122,3.845,0.260,0.644
928,28.471,0.937,0.532,1.000,38.624,0.240,4.876,0.205,0.607
929,300.953,0.959,0.525,1.000,143.006,0.185,1.675,0.597,0.656
930,217.425,0.978,0.526,1.000,90.709,0.332,2.192,0.456,0.779
931,114.095,0.986,0.528,1.000,43.809,0.747,1.589,0.629,0.933
932,371.831,0.964,0.526,1.000,152.649,0.201,2.286,0.437,0.758
933,98.065,0.980,0.529,1.000,54.426,0.416,3.376,0.296,0.835
934,130.256,0.987,0.526,1.000,47.557,0.724,1.616,0.619,0.950
935,115.929,0.985,0.529,1.000,45.500,0.704,2.114,0.473,0.960
936,72.396,0.963,0.528,1.000,44.339,0.463,2.045,0.489,0.866
937,5.736,0.639,0.526,0.801,35.835,0.056,2.094,0.478,0.125
938,97.410,0.943,0.526,1.000,61.910,0.319,4.420,0.226,0.719
939,493.574,0.975,0.526,1.000,111.732,0.497,2.389,0.419,0.851
940,383.041,0.964,0.526,1.000,153.918,0.203,3.771,0.265,0.620
941,158.937,0.984,0.526,1.000,57.623,0.602,1.505,0.665,0.848
942,126.563,0.955,0.526,1.000,78.174,0.260,3.565,0.281,0.760
943,128.527,0.913,0.526,1.000,91.556,0.193,6.218,0.161,0.690
944,86.121,0.985,0.526,1.000,37.653,0.763,1.914,0.522,0.968
945,4294.465,0.951,0.525,1.000,1569.952,0.022,4.425,0.226,0.289
946,5.291,0.917,0.546,1.000,10.728,0.578,3.028,0.330,0.898
947,166.245,0.982,0.526,1.000,52.736,0.751,1.522,0.657,0.934
948,87.614,0.986,0.526,1.000,36.018,0.849,1.209,0.827,0.962
949,157.889,0.984,0.527,1.000,52.033,0.733,1.686,0.593,0.933
950,278.873,0.973,0.526,1.000,89.810,0.434,1.667,0.600,0.726
951,97.279,0.985,0.526,1.000,38.915,0.807,1.227,0.815,0.970
952,150.293,0.987,0.526,1.000,50.944,0.728,1.276,0.784,0.934
953,216.115,0.990,0.525,1.000,63.581,0.672,1.505,0.664,0.873
954,7.989,0.716,0.528,1.000,21.328,0.221,1.533,0.652,0.573
955,127.846,0.976,0.533,1.000,57.235,0.490,3.110,0.322,0.879
956,157.706,0.989,0.529,1.000,48.976,0.826,1.174,0.852,0.968
957,97.227,0.987,0.528,1.000,40.824,0.733,1.574,0.635,0.948
958,199.457,0.841,0.526,1.000,92.233,0.295,1.570,0.637,0.749
959,231.517,0.973,0.528,1.000,83.572,0.417,1.375,0.727,0.714
960,6.050,0.564,0.526,0.706,16.986,0.264,1.516,0.660,0.699
961,214.413,0.968,0.526,1.000,96.480,0.289,2.951,0.339,0.713
962,781.405,0.979,0.526,1.000,274.497,0.130,4.974,0.201,0.694
963,215.356,0.988,0.526,1.000,62.453,0.694,1.369,0.731,0.958
964,111.109,0.904,0.526,1.000,63.637,0.345,1.506,0.664,0.762
965,991.391,0.965,0.526,1.000,448.478,0.062,2.849,0.351,0.281
966,49.085,0.950,0.526,1.000,32.340,0.590,1.823,0.549,0.870
967,83.528,0.970,0.531,1.000,43.522,0.554,3.251,0.308,0.919
968,126.510,0.984,0.526,1.000,47.936,0.692,1.729,0.578,0.925
969,8.067,0.861,0.530,1.000,33.710,0.089,10.589,0.094,0.458
970,50.526,0.943,0.525,1.000,37.463,0.452,3.046,0.328,0.888
971,1377.287,0.970,0.526,1.000,603.622,0.048,3.028,0.330,0.494
972,148.486,0.978,0.527,1.000,51.876,0.693,1.309,0.764,0.905
973,5.108,0.878,0.528,0.995,17.460,0.211,4.249,0.235,0.449
974,89.107,0.981,0.530,1.000,42.963,0.607,2.265,0.441,0.942
975,110.323,0.981,0.528,1.000,43.303,0.739,1.716,0.583,0.948
976,110.061,0.963,0.526,1.000,71.719,0.269,1.734,0.577,0.521
977,278.716,0.968,0.526,1.000,142.551,0.172,5.079,0.197,0.633
978,91.936,0.982,0.526,1.000,45.909,0.548,2.231,0.448,0.897
979,11.472,0.902,0.531,1.000,28.122,0.182,6.363,0.157,0.530
980,10.660,0.930,0.531,1.000,17.270,0.449,3.203,0.312,0.853
981,70.720,0.979,0.527,1.000,38.804,0.590,2.513,0.398,0.950
982,7.151,0.917,0.527,1.000,15.462,0.376,5.033,0.199,0.860
983,169.990,0.986,0.526,1.000,55.057,0.705,1.404,0.712,0.953
984,44.397,0.972,0.527,1.000,32.127,0.541,2.312,0.432,0.896
985,22659.766,0.929,0.526,1.000,1061.597,0.253,1.691,0.591,0.813
986,45.680,0.839,0.527,0.943,32.598,0.540,1.273,0.786,0.899
987,19.959,0.831,0.527,0.943,21.714,0.532,1.207,0.829,0.881
988,184.448,0.871,0.530,0.958,89.982,0.286,4.976,0.201,0.902
989,163.521,0.872,0.528,1.000,79.681,0.324,1.567,0.638,0.857
990,6.417,0.759,0.529,0.943,11.113,0.653,1.470,0.680,0.852
991,52.019,0.853,0.527,0.943,34.897,0.537,2.415,0.414,0.924
992,86.148,0.850,0.528,0.943,52.343,0.395,2.315,0.432,0.812
993,84.681,0.876,0.529,0.943,40.193,0.659,1.662,0.602,0.942
994,14.615,0.840,0.534,0.943,25.853,0.275,5.652,0.177,0.900
995,62.967,0.879,0.529,1.000,32.536,0.747,1.699,0.589,0.957
996,87.431,0.877,0.529,0.943,39.641,0.699,1.679,0.596,0.953
997,123.210,0.879,0.527,0.943,46.926,0.703,1.540,0.649,0.947
998,6.889,0.791,0.529,0.869,11.950,0.606,1.294,0.773,0.818
999,61.134,0.878,0.530,0.943,36.217,0.586,2.733,0.366,0.973
1000,92.512,0.879,0.526,0.943,43.754,0.607,1.940,0.515,0.946
1001,5724.503,0.928,0.527,1.000,474.626,0.319,4.517,0.221,0.886
1002,216.796,0.870,0.526,0.943,77.994,0.448,2.260,0.443,0.891
1003,153.646,0.883,0.526,0.943,51.908,0.717,1.784,0.560,0.963
1004,99.034,0.877,0.529,0.943,40.478,0.760,1.721,0.581,0.963
1005,87.326,0.874,0.528,0.943,40.485,0.670,1.226,0.815,0.941
1006,19.749,0.849,0.526,0.943,22.024,0.512,2.531,0.395,0.930
1007,67.394,0.876,0.528,0.943,34.580,0.708,1.113,0.899,0.942
1008,37.534,0.882,0.528,1.000,28.439,0.583,1.655,0.604,0.874
1009,17.942,0.813,0.528,0.943,21.311,0.496,1.293,0.773,0.846
1010,94.870,0.880,0.527,1.000,43.195,0.639,1.795,0.557,0.928
1011,32.348,0.842,0.528,0.943,26.442,0.581,1.863,0.537,0.886
1012,67.656,0.877,0.532,0.958,36.099,0.652,2.016,0.496,0.961
1013,54.481,0.866,0.530,0.943,29.087,0.809,1.112,0.899,0.950
1014,42.144,0.874,0.530,1.000,26.056,0.780,1.156,0.865,0.945
1015,32.243,0.860,0.527,0.943,28.004,0.517,1.271,0.787,0.891
1016,163.913,0.878,0.528,1.000,56.472,0.646,1.934,0.517,0.949
1017,85.309,0.874,0.530,1.000,38.457,0.725,1.305,0.766,0.936
1018,80.071,0.874,0.534,0.943,35.662,0.791,1.392,0.718,0.962
1019,80.307,0.871,0.529,0.943,36.665,0.751,1.378,0.725,0.940
1020,107.337,0.873,0.526,0.943,42.711,0.739,1.415,0.707,0.950
1021,13329.533,0.934,0.526,1.000,518.775,0.622,1.059,0.944,0.953
1022,71.925,0.872,0.526,0.943,38.624,0.606,1.824,0.548,0.967
1023,169.466,0.885,0.528,0.943,51.725,0.796,1.387,0.721,0.971
1024,233.245,0.888,0.526,0.943,64.140,0.712,1.473,0.679,0.954
1025,89.684,0.896,0.529,1.000,46.209,0.528,1.815,0.551,0.926
1026,18.099,0.791,0.526,0.943,21.825,0.477,1.475,0.678,0.854
1027,43.663,0.870,0.529,1.000,27.658,0.717,1.280,0.781,0.939
1028,71.480,0.875,0.528,0.943,36.996,0.656,1.379,0.725,0.924
1029,77.871,0.880,0.526,0.943,43.731,0.512,1.789,0.559,0.917
1030,36.643,0.853,0.527,0.943,31.532,0.463,1.679,0.595,0.902
1031,2790.353,0.926,0.526,1.000,268.607,0.486,1.632,0.613,0.956
1032,4.269,0.740,0.528,0.929,13.664,0.287,2.279,0.439,0.744
1033,37.639,0.853,0.526,0.958,27.642,0.619,2.096,0.477,0.928
1034,33.003,0.848,0.527,1.000,26.213,0.604,1.482,0.675,0.901
1035,74.151,0.872,0.527,0.943,52.556,0.337,2.315,0.432,0.912
1036,4.348,0.739,0.530,0.852,9.930,0.554,3.166,0.316,0.878
1037,6.967,0.734,0.528,0.852,18.075,0.268,7.305,0.137,0.683
1038,22.185,0.777,0.528,1.000,38.415,0.189,2.102,0.476,0.418
1039,104.692,0.862,0.526,1.000,97.320,0.139,1.530,0.653,0.381
1040,444.698,0.897,0.526,1.000,372.637,0.040,3.934,0.254,0.334
1041,51.888,0.850,0.528,1.000,67.835,0.142,4.680,0.214,0.575
1042,47.671,0.923,0.530,1.000,43.201,0.321,2.540,0.394,0.685
1043,22.290,0.884,0.528,1.000,30.444,0.302,2.645,0.378,0.747
1044,29.964,0.807,0.528,1.000,50.836,0.146,3.429,0.292,0.435
1045,8.277,0.745,0.531,0.995,23.554,0.187,6.140,0.163,0.487
1046,20.640,0.759,0.534,0.944,39.706,0.165,6.184,0.162,0.562
1047,5.212,0.594,0.531,0.767,11.248,0.518,1.181,0.847,0.716
1048,26.324,0.916,0.528,1.000,30.525,0.355,2.032,0.492,0.793
1049,32.400,0.803,0.526,1.000,44.915,0.202,6.347,0.158,0.601
1050,51.966,0.853,0.526,1.000,52.000,0.242,5.107,0.196,0.726
1051,63.936,0.884,0.527,1.000,47.155,0.361,3.376,0.296,0.785
1052,14.982,0.754,0.526,1.000,25.471,0.290,2.995,0.334,0.721
1053,12.389,0.870,0.541,1.000,24.833,0.252,3.997,0.250,0.603
1054,25.066,0.881,0.532,1.000,43.701,0.165,5.027,0.199,0.544
1055,84.864,0.847,0.526,1.000,84.451,0.150,3.234,0.309,0.403
1056,67.027,0.817,0.526,1.000,66.481,0.191,8.349,0.120,0.677
1057,7.203,0.746,0.527,0.995,13.553,0.493,1.260,0.794,0.700
1058,50.735,0.840,0.525,1.000,42.616,0.351,4.324,0.231,0.879
1059,8509.225,0.898,0.525,1.000,4158.144,0.006,1.983,0.504,0.167
1060,4.531,0.740,0.534,0.852,11.107,0.462,4.157,0.241,0.848
1061,5.212,0.731,0.526,0.847,12.307,0.432,4.616,0.217,0.869
1062,120.303,0.919,0.526,1.000,90.800,0.183,2.313,0.432,0.520
1063,82.454,0.833,0.526,1.000,119.602,0.072,1.831,0.546,0.340
1064,22.840,0.757,0.528,0.929,44.826,0.143,3.462,0.289,0.412
1065,66.084,0.830,0.526,1.000,77.192,0.139,6.261,0.160,0.521
1066,5.343,0.870,0.551,1.000,10.885,0.567,2.245,0.445,0.806
1067,4.191,0.756,0.540,0.852,13.987,0.269,5.526,0.181,0.677
1068,5.998,0.707,0.534,0.887,15.622,0.309,6.264,0.160,0.830
1069,11.001,0.830,0.527,1.000,19.140,0.377,1.188,0.842,0.738
1070,9.639,0.753,0.528,0.934,17.326,0.404,5.130,0.195,0.846
1071,62.155,0.890,0.527,1.000,51.510,0.294,5.926,0.169,0.760
1072,32.688,0.844,0.526,1.000,38.163,0.282,3.879,0.258,0.761
1073,131.749,0.787,0.528,1.000,112.854,0.130,5.068,0.197,0.406
1074,46.020,0.861,0.527,1.000,49.015,0.241,6.522,0.153,0.721
1075,44.973,0.871,0.526,1.000,52.514,0.205,5.856,0.171,0.712
1076,8.539,0.833,0.526,1.000,21.785,0.226,2.639,0.379,0.618
1077,16.108,0.804,0.526,1.000,22.449,0.402,2.551,0.392,0.673
1078,6.627,0.843,0.534,1.000,13.458,0.460,4.091,0.244,0.845
1079,40.206,0.754,0.526,0.979,65.833,0.117,9.226,0.108,0.494
1080,11.499,0.803,0.532,1.000,21.171,0.322,2.053,0.487,0.787
1081,4.715,0.891,0.554,1.000,8.730,0.777,1.997,0.501,0.911
1082,5.448,0.737,0.531,0.893,11.777,0.494,3.615,0.277,0.897
1083,6.941,0.760,0.527,1.000,15.233,0.376,5.232,0.191,0.805
1084,76.194,0.759,0.526,1.000,100.469,0.095,2.711,0.369,0.371
1085,32.950,0.819,0.527,1.000,41.354,0.242,2.435,0.411,0.551
1086,19.697,0.875,0.527,1.000,31.621,0.248,2.980,0.336,0.569
1087,5.160,0.779,0.535,1.000,10.182,0.625,3.098,0.323,0.872
1088,6.758,0.728,0.526,0.852,17.760,0.269,7.680,0.130,0.732
1089,6.260,0.892,0.535,1.000,14.517,0.373,4.853,0.206,0.869
1090,5.710,0.821,0.526,1.000,12.732,0.443,3.570,0.280,0.777
1091,10.687,0.837,0.534,1.000,14.651,0.626,1.531,0.653,0.882
1092,7.046,0.739,0.539,0.852,15.992,0.346,5.705,0.175,0.761
1093,8.775,0.745,0.534,1.000,17.129,0.376,4.722,0.212,0.849
1094,22.080,0.768,0.526,1.000,32.474,0.263,7.719,0.130,0.709
1095,39.079,0.744,0.526,0.995,53.078,0.174,7.300,0.137,0.640
1096,8.355,0.769,0.526,1.000,14.563,0.495,2.090,0.479,0.750
1097,15.716,0.770,0.528,0.852,48.969,0.082,9.071,0.110,0.345
1098,22.919,0.742,0.527,0.852,50.633,0.112,13.655,0.073,0.493
1099,239.034,0.845,0.526,1.000,249.856,0.048,1.267,0.789,0.255
1100,45.130,0.753,0.526,1.000,73.733,0.104,6.136,0.163,0.378
1101,4.636,0.879,0.552,1.000,11.833,0.416,4.745,0.211,0.870
1102,37.036,0.822,0.527,1.000,45.212,0.228,5.834,0.171,0.755
1103,7.413,0.734,0.526,0.852,20.840,0.214,8.671,0.115,0.777
1104,13.830,0.871,0.533,1.000,22.645,0.339,3.560,0.281,0.662
1105,11.341,0.726,0.526,0.852,26.379,0.205,2.453,0.408,0.400
1106,12.284,0.668,0.525,0.877,22.757,0.298,4.096,0.244,0.582
1107,6.417,0.858,0.527,1.000,14.223,0.399,2.272,0.440,0.686
1108,7.832,0.850,0.526,1.000,10.427,0.905,1.032,0.969,0.929
1109,50.997,0.704,0.527,1.000,53.413,0.225,1.250,0.800,0.504
1110,15.611,0.772,0.526,0.995,24.659,0.323,3.133,0.319,0.828
1111,6.862,0.787,0.529,1.000,19.441,0.228,1.400,0.714,0.533
1112,14.746,0.722,0.527,1.000,16.165,0.709,1.279,0.782,0.892
1113,48.194,0.807,0.526,1.000,78.935,0.097,4.749,0.211,0.345
1114,8.041,0.663,0.530,0.847,32.529,0.095,8.297,0.121,0.303
1115,19.880,0.894,0.528,1.000,29.135,0.294,2.460,0.407,0.632
1116,4.191,0.711,0.526,0.852,15.014,0.234,7.884,0.127,0.727
1117,5.527,0.688,0.534,0.989,12.693,0.431,3.085,0.324,0.759
1118,469.031,0.910,0.526,1.000,335.351,0.052,2.098,0.477,0.336
1119,6.417,0.756,0.527,1.000,24.659,0.133,8.562,0.117,0.488
1120,4.165,0.728,0.545,0.852,9.606,0.567,3.119,0.321,0.853
1121,40.389,0.772,0.526,1.000,75.931,0.088,2.338,0.428,0.344
1122,5.396,0.811,0.529,1.000,13.798,0.356,5.641,0.177,0.779
1123,11.472,0.757,0.530,1.000,33.357,0.130,2.924,0.342,0.487
1124,6.496,0.736,0.529,0.971,14.288,0.400,4.546,0.220,0.842
1125,17.680,0.693,0.526,0.852,31.306,0.227,2.576,0.388,0.436
1126,7.884,0.649,0.525,0.847,22.845,0.190,6.044,0.165,0.529
1127,6.548,0.754,0.526,0.979,18.202,0.248,4.559,0.219,0.526
1128,17.340,0.748,0.528,0.954,20.791,0.504,1.695,0.590,0.830
1129,4.819,0.731,0.534,0.852,14.367,0.293,7.170,0.139,0.786
1130,59.248,0.783,0.526,1.000,88.823,0.094,4.068,0.246,0.334
1131,17.340,0.839,0.534,1.000,20.743,0.506,2.025,0.494,0.833
1132,9.089,0.764,0.529,1.000,20.484,0.272,7.081,0.141,0.776
1133,17.418,0.683,0.526,0.852,36.973,0.160,2.908,0.344,0.323
1134,4.322,0.678,0.529,0.826,15.874,0.216,6.754,0.148,0.603
1135,58.776,0.899,0.526,1.000,54.678,0.247,2.896,0.345,0.602
1136,16.449,0.847,0.535,1.000,22.047,0.425,4.086,0.245,0.826
1137,46.178,0.823,0.526,1.000,53.945,0.199,6.979,0.143,0.628
1138,12.599,0.794,0.529,1.000,18.084,0.484,2.179,0.459,0.759
1139,6.208,0.701,0.535,0.882,13.971,0.400,3.838,0.261,0.790
1140,9.691,0.878,0.528,1.000,14.903,0.548,1.503,0.665,0.823
1141,44.789,0.751,0.526,1.000,66.249,0.128,2.198,0.455,0.347
1142,5.736,0.752,0.534,0.852,15.952,0.283,7.735,0.129,0.742
1143,78.002,0.867,0.526,1.000,74.894,0.175,2.303,0.434,0.470
1144,60.688,0.803,0.526,1.000,75.312,0.134,4.040,0.248,0.366
1145,67.839,0.827,0.528,1.000,95.787,0.093,4.734,0.211,0.339
1146,12.730,0.723,0.529,0.852,27.596,0.210,2.704,0.370,0.654
1147,165.223,0.852,0.526,1.000,181.814,0.063,1.357,0.737,0.295
1148,26.821,0.785,0.527,1.000,44.496,0.170,3.434,0.291,0.453
1149,143.562,0.876,0.525,1.000,93.338,0.207,1.740,0.575,0.485
1150,40.022,0.857,0.526,1.000,63.646,0.124,6.200,0.161,0.373
1151,7.543,0.738,0.530,0.852,17.437,0.312,4.842,0.207,0.704
1152,24.516,0.776,0.529,1.000,33.667,0.272,6.517,0.153,0.798
1153,80.726,0.822,0.526,1.000,72.886,0.191,4.255,0.235,0.470
1154,5.867,0.706,0.529,0.852,18.297,0.220,2.275,0.439,0.517
1155,5.134,0.715,0.532,0.852,20.040,0.161,10.809,0.093,0.573
1156,136.333,0.846,0.526,1.000,116.749,0.126,1.227,0.815,0.289
1157,28.576,0.852,0.528,1.000,36.178,0.274,5.621,0.178,0.801
1158,16.108,0.738,0.527,0.949,33.383,0.182,6.175,0.162,0.521
1159,491.321,0.821,0.526,1.000,593.756,0.018,2.238,0.447,0.219
1160,17.942,0.733,0.526,0.852,33.798,0.197,2.985,0.335,0.509
1161,4.296,0.808,0.538,1.000,8.691,0.715,1.332,0.751,0.848
1162,4.977,0.839,0.527,1.000,11.990,0.435,4.075,0.245,0.771
1163,12.730,0.771,0.526,1.000,32.173,0.155,2.135,0.468,0.442
1164,44.606,0.828,0.525,1.000,46.903,0.255,3.351,0.298,0.698
1165,10.503,0.760,0.530,1.000,14.965,0.589,2.000,0.500,0.867
1166,15.506,0.834,0.526,1.000,26.775,0.272,4.266,0.234,0.572
1167,21.085,0.753,0.529,0.969,24.398,0.445,2.399,0.417,0.818
1168,6.260,0.796,0.526,1.000,9.456,0.880,1.229,0.814,0.923
1169,4.296,0.787,0.533,1.000,11.264,0.425,3.541,0.282,0.751
1170,8.722,0.886,0.526,1.000,18.549,0.319,2.765,0.362,0.592
1171,10.006,0.946,0.526,1.000,13.687,0.671,1.383,0.723,0.841
1172,21.059,0.720,0.526,1.000,48.220,0.114,5.236,0.191,0.499
1173,6.024,0.756,0.534,1.000,13.095,0.441,1.437,0.696,0.749
1174,7.386,0.749,0.528,0.976,18.620,0.268,3.346,0.299,0.540
1175,13.620,0.674,0.529,0.878,20.854,0.394,3.931,0.254,0.723
1176,10.477,0.780,0.529,1.000,21.936,0.274,2.443,0.409,0.593
1177,50.683,0.814,0.526,1.000,64.418,0.153,1.318,0.759,0.493
1178,7.360,0.761,0.532,0.969,13.016,0.546,1.425,0.702,0.839
1179,10.687,0.808,0.527,1.000,18.186,0.406,1.751,0.571,0.740
1180,12.363,0.767,0.527,0.995,30.192,0.170,6.742,0.148,0.587
1181,53.826,0.815,0.526,1.000,68.577,0.144,3.812,0.262,0.485
1182,27.869,0.778,0.525,1.000,36.966,0.256,2.869,0.349,0.704
1183,19.749,0.784,0.528,1.000,37.842,0.173,3.134,0.319,0.571
1184,4.767,0.740,0.527,0.852,12.582,0.378,5.122,0.195,0.807
1185,6.208,0.754,0.529,0.954,12.905,0.468,4.375,0.229,0.821
1186,130.963,0.811,0.526,1.000,129.909,0.098,2.931,0.341,0.369
1187,7.570,0.771,0.528,0.997,17.041,0.328,4.776,0.209,0.660
1188,30.383,0.793,0.526,1.000,44.748,0.191,2.833,0.353,0.582
1189,40.075,0.858,0.530,1.000,51.614,0.189,2.235,0.447,0.424
1190,30.750,0.745,0.526,0.974,55.937,0.123,12.805,0.078,0.519
1191,13.306,0.724,0.530,0.852,41.514,0.097,16.045,0.062,0.609
